id,Nobody Cancels (%),Flip a Coin (%),Stepwise Regression (%),Random Forest (%)
A01414,0,50,1.94,37.12
A01416,0,50,2.07,37.830000000000005
A01418,0,50,0.4,42.67
A01420,0,50,1.94,37.12
A01421,0,50,0.43,41.959999999999994
A01422,0,50,1.3,37.830000000000005
A01424,0,50,1.95,37.830000000000005
A01425,0,50,1.97,37.830000000000005
A01426,0,50,0.41,42.67
A01429,0,50,0.8099999999999999,37.56
A01431,0,50,1.38,37.56
A01433,0,50,1.35,36.85
A01435,0,50,1.96,36.85
A01438,0,50,0.41,42.4
A01439,0,50,1.34,37.830000000000005
A01440,0,50,1.98,37.830000000000005
A01444,0,50,1.38,37.830000000000005
A01448,0,50,1.97,37.12
A01449,0,50,1.97,37.12
A01450,0,50,0.42,42.67
A01451,0,50,1.97,37.830000000000005
A01452,0,50,2.0,37.830000000000005
A01453,0,50,1.98,37.12
A01454,0,50,0.41,42.4
A01455,0,50,2.03,36.85
A01458,0,50,3.4799999999999995,37.56
A01459,0,50,2.0,37.56
A01460,0,50,3.4799999999999995,37.56
A01461,0,50,0.83,37.830000000000005
A01464,0,50,1.34,37.830000000000005
A01466,0,50,0.43,41.959999999999994
A01467,0,50,0.86,37.830000000000005
A01469,0,50,0.42,42.67
A01473,0,50,2.03,37.830000000000005
A01478,0,50,2.01,37.830000000000005
A01479,0,50,0.86,37.830000000000005
A01480,0,50,0.89,37.56
A01482,0,50,1.39,37.56
A01483,0,50,0.42,42.67
A01485,0,50,0.8500000000000001,37.56
A01488,0,50,2.07,37.12
A01493,0,50,0.43,41.959999999999994
A01495,0,50,0.43,42.67
A01500,0,50,3.53,37.830000000000005
A01501,0,50,2.07,37.56
A01503,0,50,2.03,37.12
A01506,0,50,1.38,37.830000000000005
A01507,0,50,1.38,36.85
A01510,0,50,2.07,37.830000000000005
A01511,0,50,0.43,42.67
A01512,0,50,2.07,37.830000000000005
A01513,0,50,2.07,37.830000000000005
A01514,0,50,2.08,37.830000000000005
A01515,0,50,3.5900000000000003,37.830000000000005
A01521,0,50,0.43,42.4
A01522,0,50,0.43,42.4
A01523,0,50,3.53,37.56
A01524,0,50,0.43,42.67
A01528,0,50,0.43,42.4
A01530,0,50,1.38,37.56
A01532,0,50,2.07,37.830000000000005
A01535,0,50,1.39,37.830000000000005
A01536,0,50,1.39,37.56
A01537,0,50,0.43,42.4
A01540,0,50,0.86,37.830000000000005
A01541,0,50,0.86,37.830000000000005
A01542,0,50,2.62,37.12
A01543,0,50,2.08,37.12
A01545,0,50,0.43,42.67
A01548,0,50,0.43,42.4
A01549,0,50,2.08,37.56
A01550,0,50,2.08,37.12
A01551,0,50,2.08,37.830000000000005
A01552,0,50,2.16,37.830000000000005
A01553,0,50,2.08,37.830000000000005
A01554,0,50,3.61,37.830000000000005
A01556,0,50,1.39,37.56
A01557,0,50,0.43,42.4
A01560,0,50,2.08,37.830000000000005
A01562,0,50,2.2,37.830000000000005
A01563,0,50,2.29,37.830000000000005
A01564,0,50,1.4500000000000002,37.830000000000005
A01567,0,50,2.08,37.12
A01570,0,50,1.39,37.830000000000005
A01571,0,50,0.43,42.4
A01573,0,50,1.0,37.830000000000005
A01576,0,50,0.43,42.67
A01577,0,50,0.43,42.4
A01578,0,50,2.08,36.85
A01579,0,50,2.23,37.830000000000005
A01580,0,50,0.92,37.12
A01581,0,50,2.08,37.830000000000005
A01582,0,50,0.86,37.830000000000005
A01583,0,50,0.43,42.4
A01584,0,50,3.61,37.56
A01587,0,50,0.43,42.4
A01588,0,50,2.16,37.12
A01589,0,50,0.43,42.67
A01590,0,50,0.43,42.4
A01591,0,50,0.43,42.67
A01592,0,50,0.89,37.830000000000005
A01593,0,50,2.08,37.56
A01594,0,50,3.61,37.830000000000005
A01595,0,50,3.61,37.830000000000005
A01598,0,50,1.39,37.830000000000005
A01599,0,50,1.39,37.56
A01600,0,50,3.61,37.830000000000005
A01603,0,50,0.43,42.4
A01604,0,50,1.39,37.830000000000005
A01607,0,50,0.43,42.67
A01609,0,50,0.4499999999999999,42.67
A01610,0,50,2.16,37.12
A01615,0,50,0.4599999999999999,42.67
A01616,0,50,0.4599999999999999,42.67
A01617,0,50,2.27,37.12
A01618,0,50,0.94,37.830000000000005
A01624,0,50,1.5,37.830000000000005
A01625,0,50,0.92,37.830000000000005
A01629,0,50,0.47,42.67
A01631,0,50,0.47,42.4
A01632,0,50,2.27,37.830000000000005
A01633,0,50,3.93,37.830000000000005
A01634,0,50,2.27,37.12
A01636,0,50,3.63,37.12
A01638,0,50,2.29,37.830000000000005
A01639,0,50,2.34,37.830000000000005
A01640,0,50,0.49,42.67
A01641,0,50,0.49,42.67
A01644,0,50,1.5699999999999998,37.830000000000005
A01646,0,50,1.58,37.830000000000005
A01649,0,50,1.58,37.830000000000005
A01650,0,50,0.49,42.67
A01651,0,50,0.98,37.830000000000005
A01652,0,50,1.58,37.830000000000005
A01653,0,50,2.36,37.56
A01654,0,50,2.36,37.830000000000005
A01655,0,50,1.58,37.830000000000005
A01657,0,50,0.51,42.67
A01658,0,50,2.36,37.56
A01660,0,50,4.09,37.830000000000005
A01662,0,50,1.58,37.830000000000005
A01663,0,50,2.36,37.830000000000005
A01664,0,50,0.49,42.67
A01666,0,50,1.0,37.56
A01669,0,50,0.5,42.4
A01670,0,50,2.44,37.830000000000005
A01672,0,50,2.45,37.12
A01678,0,50,0.52,42.67
A01680,0,50,1.69,37.830000000000005
A01682,0,50,1.79,37.830000000000005
A01683,0,50,1.73,37.830000000000005
A01684,0,50,2.58,37.12
A01686,0,50,1.7999999999999998,37.12
A01688,0,50,4.48,37.830000000000005
A01690,0,50,1.77,37.830000000000005
A01691,0,50,4.48,37.830000000000005
A01693,0,50,1.7999999999999998,37.830000000000005
A01694,0,50,2.64,37.12
A01698,0,50,1.11,37.830000000000005
A01699,0,50,1.11,37.830000000000005
A01700,0,50,3.39,37.56
A01702,0,50,1.77,37.830000000000005
A01703,0,50,1.84,37.830000000000005
A01707,0,50,1.1,36.85
A01708,0,50,2.69,37.12
A01710,0,50,0.5499999999999999,42.67
A01712,0,50,1.7999999999999998,37.830000000000005
A01713,0,50,4.62,37.830000000000005
A01714,0,50,1.7999999999999998,37.830000000000005
A01716,0,50,1.79,37.830000000000005
A01721,0,50,1.85,37.830000000000005
A01724,0,50,1.9,37.12
A01727,0,50,1.7999999999999998,37.830000000000005
A01728,0,50,1.7999999999999998,37.830000000000005
A01729,0,50,2.69,37.830000000000005
A01731,0,50,1.7999999999999998,37.830000000000005
A01732,0,50,2.69,37.830000000000005
A01733,0,50,1.7999999999999998,37.830000000000005
A01734,0,50,4.66,37.830000000000005
A01735,0,50,0.5599999999999999,41.959999999999994
A01737,0,50,0.5599999999999999,42.67
A01739,0,50,1.96,37.830000000000005
A01740,0,50,0.5700000000000001,42.67
A01742,0,50,4.760000000000001,37.56
A01743,0,50,2.74,37.12
A01744,0,50,1.84,37.830000000000005
A01749,0,50,1.89,37.830000000000005
A01750,0,50,1.48,37.830000000000005
A01751,0,50,2.81,36.85
A01752,0,50,1.89,37.830000000000005
A01754,0,50,2.8400000000000003,37.830000000000005
A01756,0,50,0.63,42.67
A01757,0,50,1.91,37.830000000000005
A01759,0,50,1.89,37.830000000000005
A01760,0,50,2.8400000000000003,37.12
A01761,0,50,4.88,37.830000000000005
A01767,0,50,0.64,42.67
A01768,0,50,1.24,37.830000000000005
A01769,0,50,2.85,37.830000000000005
A01771,0,50,2.9000000000000004,37.12
A01772,0,50,1.95,37.830000000000005
A01774,0,50,2.86,36.85
A01775,0,50,5.050000000000001,37.830000000000005
A01776,0,50,2.91,37.12
A01777,0,50,1.21,37.56
A01778,0,50,0.65,42.67
A01779,0,50,3.04,37.56
A01780,0,50,1.95,37.830000000000005
A01781,0,50,1.22,37.830000000000005
A01784,0,50,2.02,37.830000000000005
A01785,0,50,0.64,42.67
A01788,0,50,3.08,37.12
A01789,0,50,0.62,42.67
A01790,0,50,0.64,41.959999999999994
A01791,0,50,0.62,42.67
A01792,0,50,0.62,41.959999999999994
A01793,0,50,0.63,42.67
A01794,0,50,2.99,37.12
A01798,0,50,0.63,42.67
A01799,0,50,0.63,42.67
A01801,0,50,3.02,37.12
A01803,0,50,0.63,42.67
A01805,0,50,0.65,41.959999999999994
A01810,0,50,3.83,37.12
A01812,0,50,0.63,42.67
A01815,0,50,3.04,37.12
A01816,0,50,0.63,42.67
A01818,0,50,3.04,37.12
A01820,0,50,2.04,37.830000000000005
A01825,0,50,5.319999999999999,37.56
A01827,0,50,0.65,42.67
A01828,0,50,0.65,41.69
A01829,0,50,3.22,37.12
A01834,0,50,2.08,37.830000000000005
A01835,0,50,1.31,37.830000000000005
A01836,0,50,0.65,42.67
A01837,0,50,3.5000000000000004,37.830000000000005
A01838,0,50,3.2300000000000004,37.830000000000005
A01846,0,50,3.14,36.85
A01847,0,50,2.11,37.830000000000005
A01848,0,50,2.09,37.830000000000005
A01852,0,50,3.19,37.56
A01853,0,50,3.32,37.12
A01854,0,50,3.19,37.56
A01855,0,50,1.31,37.12
A01856,0,50,3.18,37.830000000000005
A01858,0,50,2.13,37.830000000000005
A01859,0,50,3.2099999999999995,37.12
A01863,0,50,2.15,37.56
A01866,0,50,2.15,37.12
A01867,0,50,0.67,42.67
A01868,0,50,2.37,37.830000000000005
A01870,0,50,3.22,36.85
A01871,0,50,5.64,37.830000000000005
A01875,0,50,1.4500000000000002,37.12
A01876,0,50,0.69,42.67
A01877,0,50,3.38,37.12
A01878,0,50,0.69,42.67
A01881,0,50,1.41,37.830000000000005
A01882,0,50,3.41,37.830000000000005
A01885,0,50,1.41,37.12
A01888,0,50,0.7100000000000001,42.67
A01889,0,50,2.27,37.56
A01890,0,50,2.35,37.56
A01893,0,50,3.39,37.12
A01894,0,50,3.41,37.12
A01895,0,50,2.29,37.830000000000005
A01896,0,50,3.41,37.12
A01898,0,50,3.5000000000000004,37.830000000000005
A01901,0,50,3.42,37.830000000000005
A01902,0,50,1.4500000000000002,37.830000000000005
A01903,0,50,5.86,37.56
A01904,0,50,3.41,37.12
A01906,0,50,3.42,37.12
A01907,0,50,1.48,37.830000000000005
A01908,0,50,2.3800000000000003,37.830000000000005
A01909,0,50,3.42,37.830000000000005
A01912,0,50,3.4799999999999995,37.830000000000005
A01914,0,50,0.72,42.67
A01915,0,50,0.72,42.67
A01916,0,50,4.3,37.12
A01917,0,50,3.42,37.830000000000005
A01921,0,50,5.99,37.56
A01925,0,50,0.74,42.67
A01926,0,50,0.74,42.67
A01927,0,50,3.54,37.830000000000005
A01929,0,50,0.77,41.959999999999994
A01930,0,50,0.74,42.67
A01931,0,50,5.65,37.12
A01933,0,50,1.48,37.830000000000005
A01934,0,50,3.54,37.830000000000005
A01935,0,50,2.6100000000000003,37.830000000000005
A01936,0,50,6.09,37.56
A01939,0,50,0.74,42.67
A01943,0,50,3.54,37.830000000000005
A01944,0,50,2.3800000000000003,37.56
A01945,0,50,3.61,37.830000000000005
A01946,0,50,2.3800000000000003,37.830000000000005
A01947,0,50,6.09,37.830000000000005
A01948,0,50,0.74,42.4
A01950,0,50,5.510000000000001,36.85
A01953,0,50,0.76,42.67
A01954,0,50,1.51,37.12
A01955,0,50,0.77,42.67
A01958,0,50,3.62,37.830000000000005
A01959,0,50,0.7799999999999999,42.67
A01960,0,50,2.51,37.830000000000005
A01963,0,50,2.51,37.830000000000005
A01968,0,50,1.73,37.830000000000005
A01971,0,50,3.7,37.830000000000005
A01973,0,50,0.7799999999999999,42.67
A01974,0,50,3.73,37.830000000000005
A01976,0,50,3.75,37.830000000000005
A01979,0,50,1.5699999999999998,37.56
A01980,0,50,3.75,37.830000000000005
A01981,0,50,3.77,37.830000000000005
A01982,0,50,6.460000000000001,37.56
A01984,0,50,3.85,37.830000000000005
A01986,0,50,3.97,37.830000000000005
A01987,0,50,0.8099999999999999,42.67
A01988,0,50,2.73,37.830000000000005
A01989,0,50,3.85,37.12
A01991,0,50,3.87,37.830000000000005
A01992,0,50,0.8099999999999999,42.4
A01994,0,50,0.8500000000000001,42.67
A01997,0,50,0.83,42.67
A01998,0,50,0.84,42.67
A01999,0,50,0.84,42.67
A02000,0,50,3.95,37.830000000000005
A02001,0,50,4.109999999999999,37.830000000000005
A02003,0,50,2.73,37.56
A02005,0,50,0.94,42.67
A02006,0,50,0.8500000000000001,41.959999999999994
A02007,0,50,3.97,37.12
A02011,0,50,4.0,37.830000000000005
A02012,0,50,0.8500000000000001,42.67
A02013,0,50,0.84,42.67
A02015,0,50,2.73,37.830000000000005
A02016,0,50,4.05,37.830000000000005
A02017,0,50,2.76,37.56
A02019,0,50,2.73,37.830000000000005
A02020,0,50,4.05,37.12
A02021,0,50,4.05,37.12
A02022,0,50,4.05,37.830000000000005
A02025,0,50,0.8500000000000001,42.67
A02028,0,50,4.05,37.830000000000005
A02029,0,50,2.73,37.830000000000005
A02030,0,50,0.8500000000000001,42.67
A02031,0,50,4.05,37.830000000000005
A02032,0,50,4.05,37.12
A02034,0,50,2.73,37.830000000000005
A02035,0,50,4.05,37.830000000000005
A02036,0,50,2.73,37.830000000000005
A02037,0,50,4.130000000000001,37.830000000000005
A02038,0,50,0.88,42.67
A02039,0,50,2.73,37.830000000000005
A02040,0,50,2.73,37.830000000000005
A02041,0,50,1.82,37.56
A02042,0,50,0.8500000000000001,42.67
A02043,0,50,4.05,37.12
A02044,0,50,4.05,37.12
A02046,0,50,0.8500000000000001,42.67
A02048,0,50,2.82,37.830000000000005
A02052,0,50,4.07,37.12
A02055,0,50,0.88,42.67
A02057,0,50,2.78,37.830000000000005
A02058,0,50,2.92,37.830000000000005
A02061,0,50,7.27,37.830000000000005
A02062,0,50,4.25,37.56
A02064,0,50,0.88,42.67
A02065,0,50,2.85,37.830000000000005
A02066,0,50,2.83,37.830000000000005
A02068,0,50,1.77,37.12
A02069,0,50,5.29,37.830000000000005
A02070,0,50,5.29,37.56
A02071,0,50,0.89,42.67
A02073,0,50,4.46,37.830000000000005
A02074,0,50,4.23,37.830000000000005
A02075,0,50,4.31,37.830000000000005
A02076,0,50,4.23,37.830000000000005
A02077,0,50,4.23,36.85
A02078,0,50,4.23,37.12
A02082,0,50,0.91,42.67
A02083,0,50,4.31,37.830000000000005
A02084,0,50,4.760000000000001,36.85
A02086,0,50,4.52,37.830000000000005
A02087,0,50,0.91,42.67
A02088,0,50,0.92,42.67
A02089,0,50,4.35,37.830000000000005
A02090,0,50,0.95,42.67
A02091,0,50,4.35,37.830000000000005
A02094,0,50,4.36,37.12
A02096,0,50,4.36,37.830000000000005
A02098,0,50,5.5,36.85
A02099,0,50,4.46,37.830000000000005
A02100,0,50,3.05,37.830000000000005
A02101,0,50,0.97,42.67
A02104,0,50,3.1,36.85
A02105,0,50,0.95,42.67
A02106,0,50,3.05,37.830000000000005
A02107,0,50,1.94,37.830000000000005
A02109,0,50,3.01,37.830000000000005
A02111,0,50,0.97,42.67
A02112,0,50,0.95,42.67
A02113,0,50,4.5,37.12
A02114,0,50,0.95,42.67
A02115,0,50,0.97,42.67
A02116,0,50,4.48,37.830000000000005
A02117,0,50,4.48,37.12
A02119,0,50,4.6,37.830000000000005
A02121,0,50,0.95,42.67
A02122,0,50,4.5,37.56
A02124,0,50,4.52,37.830000000000005
A02130,0,50,3.97,37.830000000000005
A02131,0,50,5.76,36.85
A02136,0,50,3.11,37.56
A02137,0,50,0.97,42.67
A02139,0,50,0.97,42.67
A02140,0,50,0.97,42.67
A02142,0,50,4.6,37.830000000000005
A02146,0,50,0.95,42.67
A02149,0,50,4.6,37.12
A02153,0,50,0.97,42.4
A02156,0,50,0.97,42.67
A02157,0,50,2.19,37.56
A02159,0,50,4.74,37.830000000000005
A02162,0,50,4.72,36.85
A02163,0,50,4.72,37.12
A02166,0,50,4.62,37.12
A02167,0,50,3.2099999999999995,37.830000000000005
A02168,0,50,4.74,36.85
A02169,0,50,4.62,36.85
A02170,0,50,4.74,37.830000000000005
A02172,0,50,4.74,36.85
A02174,0,50,4.74,37.12
A02177,0,50,4.74,37.830000000000005
A02178,0,50,4.8,37.830000000000005
A02179,0,50,1.0,42.4
A02186,0,50,4.760000000000001,37.12
A02187,0,50,4.9,37.12
A02188,0,50,3.2300000000000004,37.830000000000005
A02194,0,50,8.17,37.830000000000005
A02195,0,50,1.01,42.67
A02198,0,50,4.859999999999999,37.830000000000005
A02199,0,50,4.9,37.12
A02200,0,50,4.9,37.12
A02201,0,50,1.04,42.67
A02202,0,50,1.04,42.67
A02204,0,50,3.41,37.830000000000005
A02205,0,50,4.9,36.85
A02207,0,50,5.18,36.85
A02209,0,50,4.9,37.56
A02210,0,50,1.04,42.67
A02214,0,50,3.55,37.830000000000005
A02215,0,50,3.4000000000000004,37.830000000000005
A02217,0,50,1.0699999999999998,42.4
A02219,0,50,5.07,37.830000000000005
A02220,0,50,3.52,37.830000000000005
A02222,0,50,2.21,37.56
A02223,0,50,8.55,37.830000000000005
A02224,0,50,5.029999999999999,37.12
A02227,0,50,5.029999999999999,37.830000000000005
A02228,0,50,5.029999999999999,37.830000000000005
A02229,0,50,5.029999999999999,37.12
A02230,0,50,2.12,37.830000000000005
A02231,0,50,3.41,37.830000000000005
A02236,0,50,6.35,36.85
A02237,0,50,5.2,37.12
A02238,0,50,2.17,37.56
A02239,0,50,3.43,37.830000000000005
A02240,0,50,3.49,37.830000000000005
A02241,0,50,3.43,36.85
A02242,0,50,5.23,37.12
A02243,0,50,5.07,37.830000000000005
A02245,0,50,5.16,36.85
A02246,0,50,3.44,37.830000000000005
A02247,0,50,5.09,36.85
A02248,0,50,5.18,37.12
A02250,0,50,5.16,37.56
A02251,0,50,1.11,42.67
A02252,0,50,1.09,42.67
A02253,0,50,2.19,37.12
A02254,0,50,5.2,37.830000000000005
A02255,0,50,1.09,42.67
A02256,0,50,3.5000000000000004,37.830000000000005
A02257,0,50,5.64,37.830000000000005
A02261,0,50,1.1,42.67
A02262,0,50,3.87,37.830000000000005
A02263,0,50,3.52,37.12
A02264,0,50,5.2,37.12
A02266,0,50,2.2,37.830000000000005
A02269,0,50,1.11,41.959999999999994
A02270,0,50,1.11,42.4
A02272,0,50,1.11,42.67
A02275,0,50,2.28,37.830000000000005
A02279,0,50,2.33,37.830000000000005
A02282,0,50,5.25,37.830000000000005
A02283,0,50,1.11,42.67
A02284,0,50,5.25,37.830000000000005
A02285,0,50,1.11,42.67
A02286,0,50,5.25,37.12
A02288,0,50,2.21,37.56
A02289,0,50,1.11,42.67
A02290,0,50,5.25,36.85
A02292,0,50,5.38,37.56
A02295,0,50,2.65,37.56
A02296,0,50,0.04,34.18
A02297,0,50,5.36,37.12
A02298,0,50,1.14,42.67
A02300,0,50,3.74,37.830000000000005
A02304,0,50,5.48,37.12
A02305,0,50,5.5,37.830000000000005
A02306,0,50,2.42,37.830000000000005
A02307,0,50,5.5,37.56
A02308,0,50,5.84,37.12
A02310,0,50,5.52,37.12
A02311,0,50,1.18,42.67
A02313,0,50,2.3800000000000003,37.830000000000005
A02318,0,50,1.1900000000000002,42.67
A02320,0,50,5.69,37.12
A02323,0,50,5.64,37.12
A02324,0,50,2.49,37.830000000000005
A02327,0,50,1.22,42.67
A02328,0,50,1.21,42.67
A02330,0,50,1.21,42.67
A02331,0,50,1.21,42.4
A02333,0,50,2.46,37.12
A02336,0,50,2.46,37.830000000000005
A02338,0,50,1.21,42.67
A02340,0,50,1.26,41.959999999999994
A02341,0,50,5.69,37.830000000000005
A02342,0,50,8.63,36.85
A02343,0,50,5.72,37.830000000000005
A02344,0,50,1.26,42.67
A02346,0,50,5.72,37.12
A02347,0,50,9.67,37.56
A02349,0,50,1.22,42.67
A02351,0,50,5.74,36.85
A02352,0,50,5.89,36.85
A02354,0,50,5.74,37.830000000000005
A02357,0,50,5.81,37.830000000000005
A02358,0,50,4.06,37.830000000000005
A02359,0,50,1.24,42.67
A02360,0,50,5.84,37.12
A02361,0,50,5.86,37.830000000000005
A02364,0,50,5.99,37.12
A02365,0,50,2.54,36.85
A02366,0,50,2.54,37.830000000000005
A02367,0,50,1.25,42.67
A02370,0,50,2.58,37.830000000000005
A02371,0,50,5.86,37.830000000000005
A02372,0,50,1.25,42.67
A02374,0,50,1.26,42.4
A02375,0,50,3.99,37.830000000000005
A02378,0,50,5.89,37.830000000000005
A02379,0,50,2.5,37.830000000000005
A02380,0,50,5.89,37.12
A02382,0,50,1.3299999999999998,41.959999999999994
A02383,0,50,1.26,42.67
A02386,0,50,5.99,36.85
A02387,0,50,2.64,37.830000000000005
A02389,0,50,1.26,42.67
A02390,0,50,1.26,42.67
A02391,0,50,5.91,37.12
A02392,0,50,5.99,37.830000000000005
A02393,0,50,1.26,42.67
A02394,0,50,2.54,37.830000000000005
A02396,0,50,5.99,37.830000000000005
A02398,0,50,2.54,37.830000000000005
A02399,0,50,2.58,37.830000000000005
A02401,0,50,1.28,41.959999999999994
A02402,0,50,1.28,41.959999999999994
A02406,0,50,4.06,37.830000000000005
A02408,0,50,4.130000000000001,37.830000000000005
A02410,0,50,1.28,42.67
A02411,0,50,6.17,37.830000000000005
A02414,0,50,6.04,37.830000000000005
A02415,0,50,6.01,37.830000000000005
A02416,0,50,1.29,42.67
A02418,0,50,1.29,42.4
A02419,0,50,1.29,42.67
A02420,0,50,6.069999999999999,37.12
A02421,0,50,6.069999999999999,37.830000000000005
A02422,0,50,6.2,37.830000000000005
A02423,0,50,6.17,37.56
A02424,0,50,1.3299999999999998,41.959999999999994
A02425,0,50,7.8,37.12
A02428,0,50,2.72,37.830000000000005
A02429,0,50,6.22,37.12
A02430,0,50,1.36,42.67
A02433,0,50,6.35,37.830000000000005
A02438,0,50,1.41,42.67
A02441,0,50,1.34,42.4
A02442,0,50,4.35,37.830000000000005
A02443,0,50,4.26,37.56
A02444,0,50,6.63,37.12
A02446,0,50,0.02,39.019999999999996
A02447,0,50,6.569999999999999,37.12
A02449,0,50,6.460000000000001,37.830000000000005
A02453,0,50,0.08,34.18
A02454,0,50,8.23,37.830000000000005
A02455,0,50,2.9000000000000004,37.830000000000005
A02457,0,50,6.41,36.85
A02459,0,50,1.37,41.959999999999994
A02460,0,50,6.569999999999999,37.12
A02461,0,50,4.390000000000001,37.830000000000005
A02463,0,50,8.16,37.830000000000005
A02466,0,50,6.77,37.830000000000005
A02467,0,50,4.45,37.830000000000005
A02468,0,50,8.06,37.830000000000005
A02470,0,50,6.83,37.12
A02472,0,50,6.569999999999999,36.85
A02474,0,50,6.460000000000001,37.56
A02477,0,50,2.9000000000000004,37.830000000000005
A02482,0,50,6.569999999999999,37.12
A02483,0,50,2.89,37.830000000000005
A02484,0,50,2.89,37.830000000000005
A02486,0,50,6.569999999999999,37.12
A02487,0,50,4.8,37.830000000000005
A02490,0,50,6.6000000000000005,37.12
A02491,0,50,6.6000000000000005,37.56
A02493,0,50,4.64,37.830000000000005
A02494,0,50,2.88,37.830000000000005
A02495,0,50,6.63,37.12
A02496,0,50,2.9000000000000004,37.830000000000005
A02497,0,50,8.469999999999999,37.56
A02498,0,50,4.48,37.830000000000005
A02500,0,50,2.88,37.830000000000005
A02502,0,50,8.51,37.56
A02504,0,50,6.6000000000000005,37.12
A02505,0,50,3.05,37.830000000000005
A02507,0,50,4.95,37.830000000000005
A02508,0,50,4.64,37.830000000000005
A02509,0,50,6.6000000000000005,37.12
A02510,0,50,4.6,37.830000000000005
A02512,0,50,4.62,37.830000000000005
A02513,0,50,1.46,41.959999999999994
A02517,0,50,8.51,37.830000000000005
A02519,0,50,1.46,42.67
A02520,0,50,4.62,37.830000000000005
A02521,0,50,6.77,37.830000000000005
A02525,0,50,4.8,37.12
A02528,0,50,1.52,41.959999999999994
A02529,0,50,1.47,41.959999999999994
A02530,0,50,4.6,37.830000000000005
A02531,0,50,4.64,37.830000000000005
A02532,0,50,3.01,37.830000000000005
A02534,0,50,2.9000000000000004,37.830000000000005
A02538,0,50,1.46,42.67
A02539,0,50,6.77,37.12
A02542,0,50,4.6,37.830000000000005
A02543,0,50,1.46,42.67
A02547,0,50,4.6,37.830000000000005
A02548,0,50,11.36,37.830000000000005
A02552,0,50,6.77,37.56
A02554,0,50,1.47,41.959999999999994
A02557,0,50,2.97,37.830000000000005
A02558,0,50,3.1,37.830000000000005
A02559,0,50,6.77,37.830000000000005
A02562,0,50,1.46,42.4
A02565,0,50,2.9000000000000004,37.830000000000005
A02566,0,50,2.89,37.830000000000005
A02567,0,50,8.51,37.830000000000005
A02570,0,50,8.51,37.830000000000005
A02571,0,50,4.62,37.830000000000005
A02572,0,50,4.74,37.12
A02573,0,50,4.89,36.85
A02574,0,50,8.790000000000001,37.830000000000005
A02578,0,50,4.78,37.830000000000005
A02582,0,50,6.83,37.12
A02585,0,50,8.51,37.830000000000005
A02586,0,50,5.17,37.830000000000005
A02587,0,50,3.0700000000000003,37.830000000000005
A02590,0,50,4.64,37.12
A02592,0,50,8.51,37.830000000000005
A02594,0,50,4.64,37.830000000000005
A02596,0,50,11.45,37.830000000000005
A02597,0,50,6.83,37.12
A02599,0,50,4.64,37.830000000000005
A02600,0,50,2.9000000000000004,37.830000000000005
A02602,0,50,6.83,37.830000000000005
A02604,0,50,1.47,42.67
A02605,0,50,4.64,37.830000000000005
A02607,0,50,8.51,37.830000000000005
A02608,0,50,9.05,37.830000000000005
A02609,0,50,5.17,37.830000000000005
A02612,0,50,8.51,37.830000000000005
A02613,0,50,4.64,37.830000000000005
A02614,0,50,4.64,37.830000000000005
A02615,0,50,1.47,42.67
A02618,0,50,4.64,37.830000000000005
A02620,0,50,4.95,37.830000000000005
A02621,0,50,4.78,37.830000000000005
A02622,0,50,1.47,42.67
A02624,0,50,4.87,37.830000000000005
A02626,0,50,4.87,37.830000000000005
A02630,0,50,2.9000000000000004,37.830000000000005
A02633,0,50,1.5699999999999998,41.959999999999994
A02635,0,50,2.97,37.830000000000005
A02636,0,50,1.47,42.67
A02640,0,50,1.47,42.67
A02642,0,50,9.05,37.830000000000005
A02643,0,50,4.95,37.830000000000005
A02644,0,50,8.75,37.830000000000005
A02645,0,50,8.72,37.830000000000005
A02648,0,50,4.64,37.830000000000005
A02649,0,50,4.64,37.830000000000005
A02650,0,50,4.74,37.830000000000005
A02656,0,50,6.83,36.85
A02657,0,50,6.83,37.12
A02658,0,50,6.83,37.12
A02659,0,50,8.51,37.830000000000005
A02660,0,50,2.9000000000000004,37.830000000000005
A02662,0,50,8.51,37.830000000000005
A02664,0,50,4.64,37.830000000000005
A02666,0,50,5.06,37.830000000000005
A02667,0,50,8.790000000000001,37.830000000000005
A02668,0,50,1.59,41.959999999999994
A02670,0,50,4.74,37.830000000000005
A02671,0,50,9.23,37.830000000000005
A02672,0,50,1.61,42.67
A02676,0,50,9.23,37.830000000000005
A02679,0,50,4.64,37.830000000000005
A02681,0,50,1.5699999999999998,42.67
A02682,0,50,2.98,37.830000000000005
A02684,0,50,5.17,37.830000000000005
A02685,0,50,7.71,37.12
A02687,0,50,9.58,37.830000000000005
A02688,0,50,8.72,37.830000000000005
A02689,0,50,4.760000000000001,37.830000000000005
A02691,0,50,1.66,42.67
A02692,0,50,7.359999999999999,37.830000000000005
A02693,0,50,3.17,37.56
A02694,0,50,7.180000000000001,37.830000000000005
A02695,0,50,7.06,37.12
A02697,0,50,7.03,37.12
A02698,0,50,7.870000000000001,36.85
A02699,0,50,8.790000000000001,37.830000000000005
A02701,0,50,7.06,36.85
A02703,0,50,4.87,37.830000000000005
A02705,0,50,5.1,37.12
A02706,0,50,7.42,37.12
A02707,0,50,1.67,42.67
A02709,0,50,8.9,37.830000000000005
A02711,0,50,3.16,37.12
A02712,0,50,3.14,37.830000000000005
A02717,0,50,8.94,37.830000000000005
A02718,0,50,4.91,37.830000000000005
