id,log_annual_fees,log_annual_income,occupation_cd,age_at_issue,additional_members,status,start_year,duration,term_years_12,term_years_17,term_years_22,term_years_27,term_years_32,term_years_<50,term_years_>50,marital_status_M,marital_status_S,marital_status_UNKNOWN,gender_F,gender_M,package_TYPE-A,package_TYPE-B,payment_mode_ANNUAL,payment_mode_MONTHLY,payment_mode_QUARTERLY,payment_mode_SEMI-ANNUAL
A02196,11.512925464970229,13.19001454921468,0,49,1,CANCELLED,2009,1.1643835616438356,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A02198,11.695247021764184,12.206032644730152,1,43,3,INFORCE,2009,4.13972602739726,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
A02199,11.512925464970229,13.592372006637564,1,64,1,INFORCE,2009,4.134246575342465,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
A02200,11.695247021764184,12.611537753638338,1,65,1,INFORCE,2009,4.134246575342465,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
A02201,11.512925464970229,13.122371377372328,1,35,0,INFORCE,2009,4.134246575342465,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0
A02202,11.918390573078392,13.122371377372328,1,37,2,INFORCE,2009,4.131506849315069,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A02203,12.206112644730196,13.299712592571726,1,40,1,CANCELLED,2009,0.663013698630137,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
A02204,11.512925464970229,12.89920982604012,1,45,2,INFORCE,2009,4.115068493150685,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A02205,11.512925464970229,12.611537753638338,1,58,3,INFORCE,2009,4.134246575342465,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
A02206,11.512925464970229,12.611537753638338,1,45,2,CANCELLED,2009,1.1643835616438356,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
A02207,11.512925464970229,12.506177237980513,1,53,1,INFORCE,2009,4.098630136986301,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
A02208,11.512925464970229,13.122371377372328,1,52,0,CANCELLED,2009,2.665753424657534,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
A02209,11.512925464970229,14.50865973852222,1,36,2,INFORCE,2009,4.134246575342465,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
A02210,11.512925464970229,12.588351006663002,1,46,1,INFORCE,2009,4.134246575342465,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A02211,11.512925464970229,13.017002861746503,1,41,1,CANCELLED,2009,1.1643835616438356,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A02212,13.304684934198283,15.60727002719233,1,59,1,CANCELLED,2009,0.5780821917808219,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0
A02213,11.512925464970229,13.955269022072514,1,40,0,CANCELLED,2009,2.164383561643836,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0
A02214,12.100712129872347,13.815506557956274,1,43,2,INFORCE,2009,4.090410958904109,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A02215,11.512925464970229,12.611537753638338,1,42,2,INFORCE,2009,4.117808219178082,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
A02217,11.512925464970229,12.611537753638338,1,41,3,INFORCE,2009,4.117808219178082,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
A02218,11.512925464970229,13.017002861746503,0,45,1,CANCELLED,2009,1.1616438356164382,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
A02219,11.512925464970229,13.017002861746503,1,36,1,INFORCE,2009,4.112328767123287,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
A02220,11.512925464970229,13.4588298997235,0,28,1,INFORCE,2009,4.095890410958904,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A02221,11.512925464970229,12.611537753638338,1,44,1,CANCELLED,2009,0.6602739726027397,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
A02222,11.512925464970229,12.76569986197172,1,51,1,INFORCE,2009,4.090410958904109,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
A02223,12.323855681186558,12.611537753638338,1,34,0,INFORCE,2009,4.117808219178082,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0
A02224,11.918390573078392,12.206092645330177,1,69,2,INFORCE,2009,4.117808219178082,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
A02226,11.512925464970229,12.89920982604012,1,56,2,CANCELLED,2009,1.1616438356164382,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
A02227,11.512925464970229,12.89920982604012,1,44,2,INFORCE,2009,4.117808219178082,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
A02228,11.512925464970229,13.122371377372328,1,45,2,INFORCE,2009,4.117808219178082,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
A02229,11.918390573078392,13.122371377372328,1,58,3,INFORCE,2009,4.117808219178082,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0
A02230,11.512925464970229,13.122371377372328,1,23,0,INFORCE,2009,4.117808219178082,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0
A02231,11.512925464970229,13.304684934198283,1,36,2,INFORCE,2009,4.115068493150685,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A02233,12.206072645530174,13.710150042306449,0,35,1,CANCELLED,2009,1.1643835616438356,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A02234,11.512925464970229,13.304684934198283,1,39,1,CANCELLED,2009,1.1643835616438356,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A02236,11.512925464970229,12.765665576061512,1,57,3,INFORCE,2009,4.112328767123287,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
A02237,11.512925464970229,13.122371377372328,1,56,3,INFORCE,2009,4.095890410958904,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
A02238,11.512925464970229,12.76569986197172,1,25,0,INFORCE,2009,4.101369863013699,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
A02239,11.512925464970229,13.122371377372328,1,41,2,INFORCE,2009,4.112328767123287,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
A02240,11.512925464970229,13.122371377372328,1,44,1,INFORCE,2009,4.101369863013699,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A02241,11.918390573078392,13.710150042306449,1,67,3,INFORCE,2009,4.112328767123287,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
A02242,11.512925464970229,12.611537753638338,1,71,3,INFORCE,2009,4.093150684931507,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
A02243,11.695247021764184,12.388394202324127,1,40,2,INFORCE,2009,4.112328767123287,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0
A02244,11.512925464970229,13.122371377372328,1,37,1,CANCELLED,2009,1.1643835616438356,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A02245,13.815510557964274,13.815506557956274,1,71,3,INFORCE,2009,4.101369863013699,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
A02246,11.512925464970229,12.89920982604012,1,26,0,INFORCE,2009,4.109589041095891,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
A02247,11.512925464970229,12.611537753638338,1,58,1,INFORCE,2009,4.109589041095891,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
A02248,12.206077645517674,13.122371377372328,1,55,1,INFORCE,2009,4.098630136986301,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
A02249,12.89921982609012,13.122371377372328,1,70,1,CANCELLED,2009,1.1643835616438356,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0
A02250,11.512925464970229,12.429200196716382,1,40,1,INFORCE,2009,4.101369863013699,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
A02251,12.611537753638338,13.815506557956274,1,45,1,INFORCE,2009,4.090410958904109,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A02252,11.512925464970229,13.07106166192869,1,35,2,INFORCE,2009,4.101369863013699,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A02253,12.834681304952548,13.815506557956274,1,63,3,INFORCE,2009,4.095890410958904,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A02254,12.100712129872347,12.429200196716382,1,49,2,INFORCE,2009,4.095890410958904,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
A02255,11.512925464970229,13.527828485512494,1,45,2,INFORCE,2009,4.101369863013699,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
A02256,11.512925464970229,12.345851979058454,1,45,2,INFORCE,2009,4.098630136986301,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A02257,12.25181048943941,15.150512677327638,1,37,3,INFORCE,2009,4.043835616438356,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
A02259,11.512925464970229,13.592372006637564,1,73,3,CANCELLED,2009,1.1643835616438356,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A02260,11.512925464970229,13.017002861746503,1,42,3,CANCELLED,2009,1.158904109589041,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
A02261,11.512925464970229,12.89920982604012,1,36,2,INFORCE,2009,4.098630136986301,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A02262,11.513924965303312,12.429200196716382,0,42,2,INFORCE,2009,4.035616438356165,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A02263,11.512925464970229,12.429200196716382,1,67,2,INFORCE,2009,4.095890410958904,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
A02264,11.512925464970229,13.592372006637564,1,62,1,INFORCE,2009,4.095890410958904,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
A02266,11.512925464970229,13.017002861746503,1,27,1,INFORCE,2009,4.093150684931507,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A02267,11.512925464970229,13.122371377372328,1,41,0,CANCELLED,2009,0.410958904109589,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
A02269,11.512925464970229,13.304684934198283,1,62,2,INFORCE,2009,4.090410958904109,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A02270,11.695247021764184,12.89920982604012,1,47,2,INFORCE,2009,4.090410958904109,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
A02272,12.721885810807205,14.2917397680042,1,34,1,INFORCE,2009,4.090410958904109,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
A02275,11.51297546372027,13.815506557956274,1,40,3,INFORCE,2009,4.071232876712329,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A02278,11.512925464970229,13.997832114758229,1,34,3,CANCELLED,2009,1.158904109589041,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0
A02279,12.206072645530174,13.815506557956274,1,46,2,INFORCE,2009,4.057534246575343,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A02282,11.695247021764184,12.89920982604012,1,47,3,INFORCE,2009,4.090410958904109,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0
A02283,11.512925464970229,13.815506557956274,1,45,2,INFORCE,2009,4.090410958904109,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A02284,11.512925464970229,13.122371377372328,1,28,0,INFORCE,2009,4.090410958904109,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0
A02285,12.611537753638338,14.22097566607244,1,29,2,INFORCE,2009,4.090410958904109,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A02286,11.918390573078392,12.89920982604012,1,70,1,INFORCE,2009,4.090410958904109,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0
A02288,11.512925464970229,13.199324418540456,1,30,3,INFORCE,2009,4.090410958904109,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
A02289,11.918390573078392,13.815506557956274,1,44,3,INFORCE,2009,4.090410958904109,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A02290,11.512925464970229,13.304684934198283,1,68,3,INFORCE,2009,4.090410958904109,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
A02291,11.518927417165862,12.76569986197172,1,64,1,CANCELLED,2009,0.6575342465753424,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
A02292,12.388394202324127,13.122371377372328,1,37,3,INFORCE,2009,4.073972602739726,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
A02293,11.512925464970229,12.847937057962955,1,49,0,CANCELLED,2009,1.158904109589041,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0
A02294,13.122363377404328,13.652986922573074,1,52,2,CANCELLED,2009,1.1643835616438356,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0
A02295,11.918390573078392,13.122371377372328,1,28,1,INFORCE,2009,3.978082191780822,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
A02296,11.518059065465875,14.038657309273365,1,37,3,INFORCE,2009,4.090410958904109,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
A02297,11.512925464970229,12.611537753638338,1,61,1,INFORCE,2009,4.076712328767123,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
A02298,11.512925464970229,12.89920982604012,0,30,3,INFORCE,2009,4.073972602739726,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A02299,11.512925464970229,12.89920982604012,1,49,3,CANCELLED,2009,0.4164383561643835,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
A02300,11.512925464970229,12.873902018105827,0,46,2,INFORCE,2009,4.057534246575343,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A02302,11.512925464970229,13.122371377372328,1,39,0,CANCELLED,2009,1.158904109589041,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0
A02303,11.512925464970229,13.122371377372328,0,33,2,CANCELLED,2009,1.1643835616438356,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A02304,11.512925464970229,13.122371377372328,1,71,3,INFORCE,2009,4.063013698630137,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
A02305,11.512925464970229,12.206092645330177,1,42,0,INFORCE,2009,4.06027397260274,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0
A02306,11.512925464970229,12.76569986197172,1,45,2,INFORCE,2009,4.035616438356165,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
A02307,11.512925464970229,12.76569986197172,1,46,0,INFORCE,2009,4.06027397260274,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
A02308,12.611537753638338,11.918390573078392,1,65,0,INFORCE,2009,4.021917808219178,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0
A02309,12.206072645530174,13.815506557956274,1,62,1,CANCELLED,2009,0.4164383561643835,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
A02310,11.512925464970229,13.122371377372328,1,62,1,INFORCE,2009,4.057534246575343,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
A02311,11.512933464938229,12.54253059633506,1,30,0,INFORCE,2009,4.057534246575343,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
A02313,11.512925464970229,13.592372006637564,0,40,1,INFORCE,2009,4.043835616438356,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A02314,11.512925464970229,12.611537753638338,1,36,2,CANCELLED,2009,1.1643835616438356,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
A02316,11.512925464970229,13.815506557956274,1,36,3,CANCELLED,2009,0.6602739726027397,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
A02318,11.512925464970229,13.4588298997235,1,45,3,INFORCE,2009,4.052054794520548,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A02319,12.611537753638338,13.73213329684186,1,57,1,CANCELLED,2009,2.164383561643836,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A02320,11.695247021764184,13.122347377276329,1,53,1,INFORCE,2009,4.038356164383561,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
A02321,11.512925464970229,12.76569986197172,1,21,0,CANCELLED,2009,0.6547945205479452,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
A02322,11.695255021732184,13.815506557956274,1,25,2,CANCELLED,2009,0.4164383561643835,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
A02323,11.512925464970229,12.611537753638338,1,63,3,INFORCE,2009,4.043835616438356,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
A02324,12.235631447771718,13.997832114758229,0,41,3,INFORCE,2009,4.016438356164383,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A02327,11.512925464970229,12.76569986197172,1,43,2,INFORCE,2009,4.035616438356165,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
A02328,11.512925464970229,13.997832114758229,1,40,3,INFORCE,2009,4.041095890410959,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
A02330,11.918390573078392,13.017002861746503,1,36,2,INFORCE,2009,4.041095890410959,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A02331,11.512925464970229,14.50865973852222,1,27,3,INFORCE,2009,4.041095890410959,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
A02333,11.512965364174244,12.644314673152277,1,52,1,INFORCE,2009,4.024657534246575,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A02336,11.695255021732184,12.429200196716382,1,37,3,INFORCE,2009,4.024657534246575,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
A02338,11.736069016284436,12.611537753638338,0,35,2,INFORCE,2009,4.038356164383561,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A02339,11.51297546372027,12.76569986197172,1,37,1,CANCELLED,2009,1.1643835616438356,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A02340,11.918390573078392,13.592372006637564,1,54,2,INFORCE,2009,4.016438356164383,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A02341,11.512925464970229,12.89920982604012,1,37,2,INFORCE,2009,4.038356164383561,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
A02342,11.512925464970229,13.304684934198283,1,52,3,INFORCE,2009,4.035616438356165,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
A02343,11.813030057420567,13.710150042306449,1,41,2,INFORCE,2009,4.035616438356165,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0
A02344,11.55214617812351,13.122371377372328,1,36,3,INFORCE,2009,4.013698630136986,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
A02346,11.652687407345388,13.997832114758229,1,56,2,INFORCE,2009,4.035616438356165,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
A02347,11.512925464970229,12.54253059633506,1,20,0,INFORCE,2009,4.035616438356165,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1
A02349,11.512925464970229,13.304684934198283,1,44,1,INFORCE,2009,4.032876712328767,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A02351,11.512925464970229,12.206092645330177,1,66,1,INFORCE,2009,4.032876712328767,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
A02352,11.512925464970229,12.206092645330177,1,59,2,INFORCE,2009,4.016438356164383,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
A02353,11.512925464970229,13.527828485512494,1,27,3,CANCELLED,2009,0.4164383561643835,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0
A02354,11.695247021764184,13.122371377372328,1,41,2,INFORCE,2009,4.032876712328767,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
A02355,11.512925464970229,13.527828485512494,1,27,2,CANCELLED,2009,0.4164383561643835,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0
A02357,11.512925464970229,12.89920982604012,1,49,2,INFORCE,2009,4.024657534246575,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
A02358,11.736069016284436,13.384733795699038,1,46,2,INFORCE,2009,4.005479452054795,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
A02359,11.512925464970229,13.815506557956274,1,48,0,INFORCE,2009,4.024657534246575,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0
A02360,11.512925464970229,13.0389991596184,1,59,0,INFORCE,2009,4.021917808219178,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0
A02361,11.512925464970229,13.122371377372328,1,48,2,INFORCE,2009,4.019178082191781,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
A02364,11.512925464970229,12.89920982604012,1,53,1,INFORCE,2009,4.005479452054795,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0
A02365,11.512925464970229,13.304684934198283,1,57,3,INFORCE,2009,4.005479452054795,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
A02366,11.512925464970229,14.393570067107811,1,40,1,INFORCE,2009,4.005479452054795,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A02367,11.512925464970229,13.122371377372328,1,30,1,INFORCE,2009,4.021917808219178,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A02370,11.512925464970229,14.50865973852222,1,36,3,INFORCE,2009,3.994520547945205,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A02371,11.512925464970229,13.017002861746503,0,45,3,INFORCE,2009,4.019178082191781,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
A02372,12.206072645530174,14.137594057133388,1,23,0,INFORCE,2009,4.019178082191781,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0
A02373,11.512925464970229,12.89920982604012,0,40,3,CANCELLED,2009,2.158904109589041,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A02374,11.512925464970229,12.89920982604012,1,29,1,INFORCE,2009,4.016438356164383,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
A02375,11.512925464970229,12.429200196716382,1,37,0,INFORCE,2009,4.016438356164383,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0
A02376,11.512925464970229,12.89920982604012,1,37,1,CANCELLED,2009,0.6602739726027397,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
A02377,11.512925464970229,12.611537753638338,1,56,3,CANCELLED,2009,0.6602739726027397,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
A02378,11.512925464970229,13.815506557956274,1,42,2,INFORCE,2009,4.016438356164383,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
A02379,11.532735151065024,12.89920982604012,1,30,3,INFORCE,2009,4.013698630136986,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
A02380,13.122363377404328,15.60727002719233,1,64,2,INFORCE,2009,4.016438356164383,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
A02381,11.512925464970229,11.73610101577245,1,43,3,CANCELLED,2009,0.6575342465753424,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
A02382,12.206067645517674,13.592372006637564,1,55,2,INFORCE,2009,3.983561643835616,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A02383,11.877576078530012,12.847937057962955,1,26,0,INFORCE,2009,4.013698630136986,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
A02384,11.512933464938229,13.122371377372328,1,34,2,CANCELLED,2009,0.3232876712328767,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
A02385,11.918390573078392,13.017002861746503,1,49,3,CANCELLED,2009,1.158904109589041,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A02386,12.206072645530174,12.429200196716382,1,63,2,INFORCE,2009,4.005479452054795,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
A02387,11.512925464970229,12.611537753638338,1,43,3,INFORCE,2009,3.9808219178082194,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A02389,11.918390573078392,12.765665576061512,0,30,3,INFORCE,2009,4.013698630136986,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A02390,11.512925464970229,13.592372006637564,1,47,2,INFORCE,2009,4.013698630136986,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A02391,11.512925464970229,12.76569986197172,0,56,3,INFORCE,2009,4.013698630136986,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
A02392,11.695255021732184,13.815506557956274,1,23,0,INFORCE,2009,4.005479452054795,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0
A02393,11.512925464970229,11.918390573078392,1,43,3,INFORCE,2009,4.013698630136986,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A02394,11.695247021764184,16.300417207752275,1,28,2,INFORCE,2009,4.005479452054795,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A02396,11.512925464970229,12.611537753638338,1,51,2,INFORCE,2009,4.005479452054795,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0
A02397,12.206072645530174,12.76569986197172,1,40,1,CANCELLED,2009,1.158904109589041,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A02398,11.512925464970229,12.54253059633506,1,37,3,INFORCE,2009,4.005479452054795,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A02399,11.512925464970229,13.017002861746503,1,51,2,INFORCE,2009,3.994520547945205,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A02401,11.512925464970229,13.304684934198283,0,52,3,INFORCE,2009,4.005479452054795,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
A02402,11.512925464970229,13.017002861746503,1,62,2,INFORCE,2009,4.005479452054795,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
A02404,12.429216196844385,14.914122846632385,1,51,3,CANCELLED,2009,1.158904109589041,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
A02406,11.617293047833405,12.429200196716382,1,36,0,INFORCE,2009,4.005479452054795,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
A02407,11.51301266116853,13.122371377372328,0,22,0,CANCELLED,2009,0.3260273972602739,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
A02408,11.512925464970229,13.304684934198283,1,27,1,INFORCE,2009,3.994520547945205,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
