id,term_years,log_annual_fees,marital_status,gender,log_annual_income,occupation_cd,package,age_at_issue,additional_members,payment_mode,status,start_year,duration
A01390,12,11.512925464970229,S,F,12.206092645330177,1,TYPE-B,39,0,SEMI-ANNUAL,INFORCE,2009,4.726027397260274
A01391,12,11.512925464970229,S,M,12.765699861971719,0,TYPE-B,19,0,QUARTERLY,INFORCE,2009,4.715068493150685
A01392,<50,11.512925464970229,M,M,13.503535792943449,1,TYPE-B,39,3,ANNUAL,INFORCE,2009,4.723287671232876
A01393,17,11.51293546492023,M,M,14.914122846632385,1,TYPE-B,36,2,ANNUAL,INFORCE,2009,4.726027397260274
A01394,<50,11.512925464970229,M,M,13.017002861746503,1,TYPE-B,42,2,ANNUAL,INFORCE,2009,4.726027397260274
A01395,12,11.512925464970229,M,M,11.918390573078392,1,TYPE-B,29,3,SEMI-ANNUAL,INFORCE,2009,4.693150684931507
A01396,27,11.512933464938229,M,M,14.403297222866392,0,TYPE-B,36,2,MONTHLY,INFORCE,2009,4.695890410958904
A01397,12,11.512925464970229,M,F,12.429200196716382,1,TYPE-B,30,3,SEMI-ANNUAL,INFORCE,2009,4.723287671232876
A01398,<50,11.512925464970229,M,M,12.206092645330177,1,TYPE-B,43,3,SEMI-ANNUAL,INFORCE,2009,4.723287671232876
A01399,12,11.512925464970229,M,M,12.206092645330177,0,TYPE-B,23,3,SEMI-ANNUAL,CANCELLED,2009,2.6684931506849314
A01400,<50,11.512925464970229,M,M,12.429200196716382,1,TYPE-B,42,1,SEMI-ANNUAL,INFORCE,2009,4.723287671232876
A01401,>50,11.695255021732184,S,M,12.611537753638338,1,TYPE-B,24,0,MONTHLY,INFORCE,2009,4.723287671232876
A01402,17,11.512933464938229,M,M,13.122371377372328,1,TYPE-B,39,2,MONTHLY,CANCELLED,2009,0.6684931506849315
A01403,<50,11.512925464970229,M,M,12.765699861971719,1,TYPE-B,46,3,ANNUAL,INFORCE,2009,4.723287671232876
A01404,17,11.695246021763683,M,M,13.304684934198283,1,TYPE-B,36,2,MONTHLY,CANCELLED,2009,0.9178082191780822
A01405,12,11.525347984968786,S,F,12.899209826040119,0,TYPE-B,46,0,SEMI-ANNUAL,INFORCE,2009,4.715068493150685
A01406,<50,11.512925464970229,M,M,,0,TYPE-B,64,3,ANNUAL,INFORCE,2009,4.673972602739726
A01407,<50,11.918398573046392,M,M,13.304684934198283,1,TYPE-B,47,1,MONTHLY,CANCELLED,2009,0.6602739726027397
A01408,12,11.520893634619405,M,F,12.345799804691708,1,TYPE-B,41,1,MONTHLY,CANCELLED,2009,2.164383561643836
A01409,22,11.512933464938229,M,M,13.997832114758229,1,TYPE-B,33,1,MONTHLY,INFORCE,2009,4.723287671232876
A01410,12,11.513725145140793,S,M,12.206092645330177,1,TYPE-B,23,0,MONTHLY,CANCELLED,2009,0.3315068493150685
A01411,<50,12.206072645530174,S,F,,0,TYPE-B,67,0,ANNUAL,INFORCE,2009,4.7095890410958905
A01412,<50,11.608235644774552,M,M,13.592372006637564,1,TYPE-B,43,2,ANNUAL,INFORCE,2009,4.723287671232876
A01413,17,11.512925464970229,M,M,13.122371377372328,1,TYPE-B,37,2,ANNUAL,INFORCE,2009,4.673972602739726
A01414,<50,11.695255021732184,M,M,12.899209826040119,1,TYPE-B,52,3,MONTHLY,INFORCE,2009,4.715068493150685
A01415,<50,11.512925464970229,M,M,13.122371377372328,1,TYPE-B,55,2,SEMI-ANNUAL,CANCELLED,2009,0.663013698630137
A01416,<50,11.695255021732184,M,M,13.4588298997235,1,TYPE-B,38,3,MONTHLY,INFORCE,2009,4.676712328767123
A01417,>50,12.206280423942744,S,M,13.122371377372328,1,TYPE-B,23,0,MONTHLY,CANCELLED,2009,0.5835616438356165
A01418,12,11.512925464970229,M,M,13.4588298997235,1,TYPE-B,29,3,ANNUAL,INFORCE,2009,4.715068493150685
A01419,17,11.512925464970229,M,M,13.122371377372328,1,TYPE-B,47,2,ANNUAL,CANCELLED,2009,2.164383561643836
A01420,<50,12.429216196844383,M,M,15.201803919083664,1,TYPE-B,62,1,ANNUAL,INFORCE,2009,4.715068493150685
A01421,12,12.429216196844383,M,M,15.201803919083664,0,TYPE-B,62,1,ANNUAL,INFORCE,2009,4.676712328767123
A01422,17,11.512925464970229,M,M,13.122371377372328,1,TYPE-B,35,1,ANNUAL,INFORCE,2009,4.715068493150685
A01424,<50,11.695255021732184,M,M,13.017002861746503,1,TYPE-B,36,1,MONTHLY,INFORCE,2009,4.712328767123288
A01425,<50,11.512925464970229,S,M,13.304684934198283,1,TYPE-B,33,0,ANNUAL,INFORCE,2009,4.706849315068493
A01426,12,11.512933464938229,S,M,13.017002861746503,1,TYPE-B,25,0,MONTHLY,INFORCE,2009,4.7095890410958905
A01427,<50,12.100712129872347,M,M,13.122371377372328,1,TYPE-B,64,1,QUARTERLY,CANCELLED,2009,0.410958904109589
A01429,22,11.512925464970229,M,M,12.899209826040119,1,TYPE-B,36,2,SEMI-ANNUAL,INFORCE,2009,4.712328767123288
A01430,<50,11.512925464970229,M,F,,0,TYPE-B,61,3,ANNUAL,INFORCE,2009,4.712328767123288
A01431,17,11.512925464970229,M,F,12.706847933442663,1,TYPE-B,49,3,SEMI-ANNUAL,INFORCE,2009,4.676712328767123
A01433,17,11.512925464970229,M,M,13.017002861746503,1,TYPE-B,56,3,SEMI-ANNUAL,INFORCE,2009,4.69041095890411
A01434,12,11.695246021763683,S,M,13.122371377372328,1,TYPE-B,26,0,MONTHLY,CANCELLED,2009,0.3315068493150685
A01435,<50,11.512925464970229,M,M,13.815506557956274,1,TYPE-B,65,1,SEMI-ANNUAL,INFORCE,2009,4.7095890410958905
A01436,12,11.512933464938229,S,M,12.899209826040119,1,TYPE-B,25,0,MONTHLY,CANCELLED,2009,0.3315068493150685
A01437,12,11.512933464938229,S,M,12.611537753638338,1,TYPE-B,24,0,MONTHLY,CANCELLED,2009,0.3315068493150685
A01438,12,11.512925464970229,M,M,13.815506557956274,1,TYPE-B,39,2,SEMI-ANNUAL,INFORCE,2009,4.706849315068493
A01439,17,11.512925464970229,S,M,12.899209826040119,0,TYPE-B,23,0,ANNUAL,INFORCE,2009,4.695890410958904
A01440,<50,12.524526376648708,M,M,14.403297222866392,1,TYPE-B,37,3,ANNUAL,INFORCE,2009,4.704109589041096
A01441,<50,11.512925464970229,S,F,12.206092645330177,1,TYPE-B,21,0,ANNUAL,CANCELLED,2009,2.158904109589041
A01442,<50,11.512925464970229,S,F,12.611537753638338,1,TYPE-B,26,0,ANNUAL,CANCELLED,2009,2.164383561643836
A01443,<50,11.512925464970229,S,M,12.899209826040119,0,TYPE-B,25,0,ANNUAL,CANCELLED,2009,1.1643835616438356
A01444,17,11.512925464970229,M,F,13.122371377372328,1,TYPE-B,48,2,ANNUAL,INFORCE,2009,4.676712328767123
A01445,<50,11.512925464970229,S,F,13.4588298997235,1,TYPE-B,44,0,ANNUAL,CANCELLED,2009,1.1643835616438356
A01446,12,12.206072645530174,M,F,,0,TYPE-B,60,2,ANNUAL,INFORCE,2009,4.676712328767123
A01447,12,11.744037185933616,M,M,12.52454092199747,0,TYPE-B,53,2,MONTHLY,CANCELLED,2009,0.3232876712328767
A01448,<50,12.611545753606338,M,M,14.914122846632385,1,TYPE-B,55,1,MONTHLY,INFORCE,2009,4.706849315068493
A01449,<50,13.130339642258834,M,M,14.914122846632385,1,TYPE-B,55,1,MONTHLY,INFORCE,2009,4.706849315068493
A01450,12,11.512925464970229,M,M,12.948009990259552,1,TYPE-B,34,1,QUARTERLY,INFORCE,2009,4.693150684931507
A01451,<50,11.695255021732184,M,M,12.429200196716382,1,TYPE-B,35,2,MONTHLY,INFORCE,2009,4.706849315068493
A01452,<50,11.695247021764184,M,M,14.22097566607244,1,TYPE-B,51,2,QUARTERLY,INFORCE,2009,4.695890410958904
A01453,<50,12.206072645530174,M,M,12.765665576061512,1,TYPE-B,53,1,ANNUAL,INFORCE,2009,4.704109589041096
A01454,12,11.512925464970229,M,M,12.765665576061512,1,TYPE-B,44,1,SEMI-ANNUAL,INFORCE,2009,4.704109589041096
A01455,<50,11.512925464970229,M,M,12.611537753638338,1,TYPE-B,57,2,SEMI-ANNUAL,INFORCE,2009,4.6876712328767125
A01456,12,11.512925464970229,S,M,12.206092645330177,1,TYPE-B,20,0,SEMI-ANNUAL,CANCELLED,2009,1.6602739726027398
A01457,<50,11.512925464970229,S,M,13.592372006637564,1,TYPE-B,41,0,QUARTERLY,CANCELLED,2009,0.41643835616438357
A01458,>50,11.512925464970229,S,M,12.206092645330177,1,TYPE-B,33,0,SEMI-ANNUAL,INFORCE,2009,4.695890410958904
A01459,<50,11.512925464970229,S,F,13.017002861746503,1,TYPE-B,43,0,SEMI-ANNUAL,INFORCE,2009,4.695890410958904
A01460,>50,11.512925464970229,M,F,13.122371377372328,1,TYPE-B,27,3,SEMI-ANNUAL,INFORCE,2009,4.695890410958904
A01461,22,11.512925464970229,M,F,12.765699861971719,0,TYPE-B,28,2,ANNUAL,INFORCE,2009,4.695890410958904
A01462,12,11.512933464938229,S,M,13.017002861746503,1,TYPE-B,25,0,MONTHLY,CANCELLED,2009,0.3315068493150685
A01463,<50,12.429216196844383,M,M,13.4588298997235,1,TYPE-B,45,3,ANNUAL,CANCELLED,2009,1.1643835616438356
A01464,17,11.512925464970229,M,F,12.072518395501566,1,TYPE-B,29,2,ANNUAL,INFORCE,2009,4.695890410958904
A01465,<50,11.512925464970229,M,M,13.4588298997235,1,TYPE-B,60,2,SEMI-ANNUAL,CANCELLED,2009,1.6684931506849314
A01466,12,11.557458963331037,M,M,13.122371377372328,1,TYPE-B,53,3,ANNUAL,INFORCE,2009,4.676712328767123
A01467,22,11.512925464970229,M,M,12.765699861971719,1,TYPE-B,49,3,ANNUAL,INFORCE,2009,4.673972602739726
A01468,12,11.918398573046392,M,M,13.122371377372328,1,TYPE-B,56,2,MONTHLY,CANCELLED,2009,0.3232876712328767
A01469,12,11.512933464938229,M,M,12.834681304952548,1,TYPE-B,33,1,MONTHLY,INFORCE,2009,4.693150684931507
A01470,<50,11.695246021763683,S,M,12.676088774697785,1,TYPE-B,26,0,MONTHLY,CANCELLED,2009,0.3315068493150685
A01471,12,11.512933464938229,M,M,12.301364643351025,1,TYPE-B,22,3,MONTHLY,CANCELLED,2009,0.3315068493150685
A01472,22,11.512925464970229,S,M,12.611537753638338,1,TYPE-B,20,0,ANNUAL,CANCELLED,2009,1.1643835616438356
A01473,<50,12.206074045529194,S,M,13.017002861746503,1,TYPE-B,22,0,MONTHLY,INFORCE,2009,4.6876712328767125
A01474,12,11.512925464970229,S,M,12.072518395501566,0,TYPE-B,29,0,SEMI-ANNUAL,CANCELLED,2009,1.1643835616438356
A01475,<50,12.206072645530174,M,M,13.592357006600064,1,TYPE-B,58,1,SEMI-ANNUAL,CANCELLED,2009,2.164383561643836
A01476,<50,11.512925464970229,M,F,12.899209826040119,1,TYPE-B,34,2,ANNUAL,CANCELLED,2009,1.1643835616438356
A01477,22,11.512925464970229,M,M,12.899209826040119,1,TYPE-B,39,2,SEMI-ANNUAL,CANCELLED,2009,1.1561643835616437
A01478,<50,11.695255021732184,M,M,12.429200196716382,1,TYPE-B,35,3,MONTHLY,INFORCE,2009,4.693150684931507
A01479,22,11.5130054617704,M,M,12.611537753638338,1,TYPE-B,29,1,MONTHLY,INFORCE,2009,4.673972602739726
A01480,22,11.512925464970229,M,M,12.994539096762212,1,TYPE-B,45,3,SEMI-ANNUAL,INFORCE,2009,4.64931506849315
A01481,<50,11.512925464970229,M,M,12.765699861971719,1,TYPE-B,42,2,QUARTERLY,CANCELLED,2009,0.41643835616438357
A01482,17,11.512925464970229,M,M,12.899209826040119,1,TYPE-B,39,3,SEMI-ANNUAL,INFORCE,2009,4.673972602739726
A01483,12,11.532735151065024,S,M,13.017002861746503,1,TYPE-B,24,0,MONTHLY,INFORCE,2009,4.69041095890411
A01484,17,11.512925464970229,M,F,13.017002861746503,1,TYPE-B,47,1,ANNUAL,CANCELLED,2009,1.1643835616438356
A01485,22,11.512925464970229,M,M,13.4588298997235,0,TYPE-B,29,1,SEMI-ANNUAL,INFORCE,2009,4.676712328767123
A01486,12,12.611545753606338,M,M,12.849987564209894,1,TYPE-B,34,1,MONTHLY,CANCELLED,2009,0.4931506849315068
A01487,22,11.695246021763683,M,F,12.847937057962957,0,TYPE-B,46,3,MONTHLY,CANCELLED,2009,0.3232876712328767
A01488,<50,11.512925464970229,S,F,12.847937057962957,1,TYPE-B,63,0,ANNUAL,INFORCE,2009,4.676712328767123
A01489,<50,13.710158042274449,M,M,14.143299489287758,1,TYPE-B,36,2,MONTHLY,CANCELLED,2009,0.3232876712328767
A01490,>50,11.512925464970229,M,M,12.765699861971719,1,TYPE-B,26,3,QUARTERLY,CANCELLED,2009,0.41643835616438357
A01491,<50,13.122363377404328,M,M,15.68178548773995,1,TYPE-B,47,3,ANNUAL,CANCELLED,2009,2.1561643835616437
A01492,12,11.695238688396127,M,M,13.4588298997235,0,TYPE-B,42,1,QUARTERLY,CANCELLED,2009,0.6602739726027397
A01493,12,11.5130054617704,M,M,13.122371377372328,1,TYPE-B,52,1,MONTHLY,INFORCE,2009,4.676712328767123
A01494,17,11.512925464970229,M,M,13.4588298997235,1,TYPE-B,35,2,ANNUAL,CANCELLED,2009,1.1643835616438356
A01495,12,11.918389773078072,S,M,12.611537753638338,1,TYPE-B,26,0,MONTHLY,INFORCE,2009,4.676712328767123
A01496,22,11.512925464970229,M,M,13.122371377372328,1,TYPE-B,38,2,SEMI-ANNUAL,CANCELLED,2009,0.663013698630137
A01497,22,11.512925464970229,M,M,13.122371377372328,1,TYPE-B,48,3,ANNUAL,CANCELLED,2009,1.158904109589041
A01498,22,12.206072645530174,M,M,13.122371377372328,1,TYPE-B,42,2,SEMI-ANNUAL,CANCELLED,2009,0.6602739726027397
A01500,>50,12.100720129840347,S,M,13.384733795699038,1,TYPE-B,25,0,MONTHLY,INFORCE,2009,4.6876712328767125
A01501,<50,11.512925464970229,M,M,12.206092645330177,1,TYPE-B,37,2,SEMI-ANNUAL,INFORCE,2009,4.676712328767123
A01502,<50,13.304692934166283,M,M,14.914122846632385,1,TYPE-B,55,1,MONTHLY,CANCELLED,2009,0.3232876712328767
A01503,<50,12.611545753606338,M,M,14.914122846632385,1,TYPE-B,55,1,MONTHLY,INFORCE,2009,4.6876712328767125
A01504,<50,11.695246021763683,S,F,12.388394202324129,1,TYPE-B,27,0,MONTHLY,CANCELLED,2009,1.4082191780821918
A01505,<50,11.512925464970229,S,M,13.122371377372328,1,TYPE-B,54,0,ANNUAL,CANCELLED,2009,2.158904109589041
A01506,17,11.512925464970229,M,M,16.11809525095824,1,TYPE-B,41,3,ANNUAL,INFORCE,2009,4.676712328767123
A01507,17,11.512925464970229,M,F,13.122371377372328,1,TYPE-B,67,1,SEMI-ANNUAL,INFORCE,2009,4.676712328767123
A01508,22,11.512925464970229,S,M,12.765699861971719,1,TYPE-B,36,0,ANNUAL,CANCELLED,2009,2.158904109589041
A01509,<50,12.429216196844383,M,M,13.710150042306449,1,TYPE-B,44,2,ANNUAL,CANCELLED,2009,2.1561643835616437
A01510,<50,11.918390573078392,M,M,15.096444403426338,1,TYPE-B,50,2,ANNUAL,INFORCE,2009,4.676712328767123
A01511,12,11.695246021763683,M,M,12.765699861971719,1,TYPE-B,33,2,MONTHLY,INFORCE,2009,4.676712328767123
A01512,<50,11.512925464970229,S,M,13.199324418540456,1,TYPE-B,26,0,ANNUAL,INFORCE,2009,4.676712328767123
A01513,<50,11.512925464970229,M,M,13.122371377372328,1,TYPE-B,35,2,ANNUAL,INFORCE,2009,4.676712328767123
A01514,<50,11.512925464970229,M,M,12.611537753638338,1,TYPE-B,38,1,ANNUAL,INFORCE,2009,4.673972602739726
A01515,>50,12.144197241812087,M,M,13.527828485512494,1,TYPE-B,34,2,ANNUAL,INFORCE,2009,4.676712328767123
A01516,17,11.512925464970229,M,F,13.122371377372328,1,TYPE-B,42,2,ANNUAL,CANCELLED,2009,1.158904109589041
A01517,22,11.519252208851825,M,M,12.611537753638338,1,TYPE-B,35,2,SEMI-ANNUAL,CANCELLED,2009,0.6657534246575343
A01518,22,11.512925464970229,M,M,12.301364643351025,1,TYPE-B,26,1,ANNUAL,CANCELLED,2009,1.158904109589041
A01520,<50,12.100720129840347,M,M,13.4588298997235,1,TYPE-B,44,2,MONTHLY,CANCELLED,2009,0.410958904109589
A01521,12,11.512925464970229,M,M,12.765699861971719,0,TYPE-B,46,3,SEMI-ANNUAL,INFORCE,2009,4.676712328767123
A01522,12,11.512925464970229,M,F,12.611537753638338,1,TYPE-B,41,3,SEMI-ANNUAL,INFORCE,2009,4.676712328767123
A01523,32,12.497547516220651,M,M,15.38268293447339,0,TYPE-B,42,3,SEMI-ANNUAL,INFORCE,2009,4.610958904109589
A01524,12,11.512925464970229,M,F,12.611537753638338,1,TYPE-B,44,3,ANNUAL,INFORCE,2009,4.676712328767123
A01525,17,11.512933464938229,S,M,12.765699861971719,1,TYPE-B,29,0,MONTHLY,CANCELLED,2009,0.9123287671232877
A01526,22,11.695246021763683,M,M,13.017002861746503,1,TYPE-B,35,3,MONTHLY,CANCELLED,2009,2.1561643835616437
A01527,12,11.512925464970229,M,M,13.122371377372328,1,TYPE-B,40,1,ANNUAL,CANCELLED,2009,1.158904109589041
A01528,12,11.512925464970229,M,M,13.122371377372328,1,TYPE-B,33,1,SEMI-ANNUAL,INFORCE,2009,4.676712328767123
A01529,<50,11.56171562913966,M,M,12.429200196716382,1,TYPE-B,39,3,SEMI-ANNUAL,CANCELLED,2009,1.158904109589041
A01530,17,11.918390573078392,S,M,13.815506557956274,1,TYPE-B,37,0,SEMI-ANNUAL,INFORCE,2009,4.676712328767123
A01531,<50,13.304684934198283,M,F,13.652986922573074,1,TYPE-B,40,2,QUARTERLY,CANCELLED,2009,0.40821917808219177
A01532,<50,11.512925464970229,M,F,12.611537753638338,1,TYPE-B,45,3,QUARTERLY,INFORCE,2009,4.676712328767123
A01533,12,11.512925464970229,M,M,12.388394202324129,1,TYPE-B,25,1,SEMI-ANNUAL,CANCELLED,2009,0.663013698630137
A01534,12,11.512925464970229,M,M,12.765699861971719,1,TYPE-B,47,2,ANNUAL,CANCELLED,2009,1.1561643835616437
A01535,17,11.512925464970229,M,M,13.997832114758229,1,TYPE-B,36,1,ANNUAL,INFORCE,2009,4.673972602739726
A01536,17,11.512925464970229,M,M,11.695247021764184,1,TYPE-B,47,2,SEMI-ANNUAL,INFORCE,2009,4.673972602739726
A01537,12,11.512925464970229,M,M,12.429200196716382,1,TYPE-B,38,1,SEMI-ANNUAL,INFORCE,2009,4.676712328767123
A01538,<50,11.512925464970229,M,M,12.92392219473046,1,TYPE-B,47,1,SEMI-ANNUAL,CANCELLED,2009,0.663013698630137
A01539,>50,11.512925464970229,M,F,12.072518395501566,1,TYPE-B,26,2,SEMI-ANNUAL,CANCELLED,2009,2.158904109589041
A01540,22,11.512926064970049,M,F,12.611537753638338,1,TYPE-B,36,3,ANNUAL,INFORCE,2009,4.673972602739726
A01541,22,11.695247021764184,M,M,12.611537753638338,0,TYPE-B,41,1,QUARTERLY,INFORCE,2009,4.673972602739726
A01542,27,11.512925464970229,M,M,12.899209826040119,1,TYPE-B,57,3,QUARTERLY,INFORCE,2009,4.673972602739726
A01543,<50,11.512925464970229,S,M,13.304684934198283,1,TYPE-B,72,0,ANNUAL,INFORCE,2009,4.673972602739726
A01545,12,11.512925464970229,M,M,13.997832114758229,1,TYPE-B,48,3,ANNUAL,INFORCE,2009,4.673972602739726
A01546,<50,11.512925464970229,M,M,12.899209826040119,1,TYPE-B,34,1,SEMI-ANNUAL,CANCELLED,2009,0.6602739726027397
A01548,12,12.206067645517674,M,M,13.122371377372328,1,TYPE-B,38,1,SEMI-ANNUAL,INFORCE,2009,4.673972602739726
A01549,<50,11.512925464970229,M,M,13.122371377372328,1,TYPE-B,38,1,SEMI-ANNUAL,INFORCE,2009,4.673972602739726
A01550,<50,11.512925464970229,S,F,12.847937057962957,1,TYPE-B,63,0,ANNUAL,INFORCE,2009,4.673972602739726
A01551,<50,12.429216196844383,M,M,13.527828485512494,1,TYPE-B,33,3,ANNUAL,INFORCE,2009,4.673972602739726
A01552,<50,11.512925464970229,S,M,12.899209826040119,1,TYPE-B,27,0,ANNUAL,INFORCE,2009,4.64931506849315
A01553,<50,11.918390573078392,M,F,12.577649994970981,1,TYPE-B,28,1,ANNUAL,INFORCE,2009,4.673972602739726
A01554,>50,12.100720129840347,M,M,12.611537753638338,1,TYPE-B,30,2,MONTHLY,INFORCE,2009,4.673972602739726
A01555,17,11.512933464938229,S,F,12.771375090879303,1,TYPE-B,29,0,MONTHLY,CANCELLED,2009,0.3232876712328767
A01556,17,11.512925464970229,S,M,12.736689131817258,1,TYPE-B,24,0,SEMI-ANNUAL,INFORCE,2009,4.673972602739726
A01557,12,11.512925464970229,M,F,12.899209826040119,1,TYPE-B,35,3,SEMI-ANNUAL,INFORCE,2009,4.673972602739726
A01558,12,11.512925464970229,M,F,12.611537753638338,1,TYPE-B,28,3,SEMI-ANNUAL,CANCELLED,2009,1.6602739726027398
A01560,<50,13.227722893061655,M,M,14.403297222866392,1,TYPE-B,44,2,ANNUAL,INFORCE,2009,4.673972602739726
A01562,<50,12.611537753638338,S,M,13.122371377372328,1,TYPE-B,26,0,ANNUAL,INFORCE,2009,4.638356164383562
A01563,<50,11.512925464970229,M,M,12.899209826040119,0,TYPE-B,45,3,ANNUAL,INFORCE,2009,4.6136986301369864
A01564,17,11.512925464970229,M,M,13.022905407399117,1,TYPE-B,44,3,ANNUAL,INFORCE,2009,4.64931506849315
A01565,<50,11.512925464970229,M,F,11.695247021764184,1,TYPE-B,36,1,QUARTERLY,CANCELLED,2009,0.40821917808219177
A01566,12,11.522875795823397,M,M,12.301364643351025,1,TYPE-B,41,3,ANNUAL,CANCELLED,2009,1.1561643835616437
A01567,<50,11.918390573078392,M,M,13.017002861746503,1,TYPE-B,55,3,QUARTERLY,INFORCE,2009,4.673972602739726
A01569,<50,11.512925464970229,M,M,12.676088774697785,1,TYPE-B,59,3,QUARTERLY,CANCELLED,2009,0.40821917808219177
A01570,17,11.512925464970229,S,M,12.611537753638338,1,TYPE-B,21,0,ANNUAL,INFORCE,2009,4.673972602739726
A01571,12,11.512925464970229,S,M,12.765699861971719,1,TYPE-B,19,0,SEMI-ANNUAL,INFORCE,2009,4.673972602739726
A01573,22,13.997832014758224,M,M,12.12813272544834,1,TYPE-B,29,3,MONTHLY,INFORCE,2009,4.580821917808219
A01574,12,11.5149234676329,S,M,12.611537753638338,1,TYPE-B,26,0,MONTHLY,CANCELLED,2009,0.7424657534246575
A01575,<50,11.512925464970229,M,M,13.122371377372328,1,TYPE-B,51,3,QUARTERLY,CANCELLED,2009,0.6602739726027397
A01576,12,11.512925464970229,M,M,12.899209826040119,1,TYPE-B,25,1,ANNUAL,INFORCE,2009,4.673972602739726
A01577,12,11.512925464970229,M,M,13.652986922573074,0,TYPE-B,29,3,SEMI-ANNUAL,INFORCE,2009,4.673972602739726
A01578,<50,12.206072645530174,M,F,13.122371377372328,1,TYPE-B,55,3,SEMI-ANNUAL,INFORCE,2009,4.673972602739726
A01579,<50,11.918389773078072,M,M,13.217666284454934,1,TYPE-B,44,2,MONTHLY,INFORCE,2009,4.63013698630137
A01580,22,11.512925464970229,M,F,12.899209826040119,1,TYPE-B,52,1,ANNUAL,INFORCE,2009,4.63013698630137
A01581,<50,11.512925464970229,M,M,13.304684934198283,1,TYPE-B,40,1,ANNUAL,INFORCE,2009,4.673972602739726
A01582,22,11.512925464970229,M,M,13.122371377372328,1,TYPE-B,27,1,ANNUAL,INFORCE,2009,4.673972602739726
A01583,12,11.512925464970229,M,M,12.429200196716382,0,TYPE-B,29,3,SEMI-ANNUAL,INFORCE,2009,4.673972602739726
A01584,>50,11.512925464970229,M,M,12.899209826040119,1,TYPE-B,34,2,SEMI-ANNUAL,INFORCE,2009,4.673972602739726
A01585,<50,11.736069016284437,M,M,13.4588298997235,1,TYPE-B,54,2,QUARTERLY,CANCELLED,2009,0.40821917808219177
A01586,17,11.512925464970229,M,M,12.611537753638338,0,TYPE-B,25,3,ANNUAL,CANCELLED,2009,1.1561643835616437
A01587,12,12.206067645517674,M,F,12.611537753638338,1,TYPE-B,28,3,SEMI-ANNUAL,INFORCE,2009,4.673972602739726
A01588,<50,11.512925464970229,M,M,14.038657309273363,0,TYPE-B,55,1,ANNUAL,INFORCE,2009,4.64931506849315
A01589,12,11.512925464970229,M,F,12.644314673152275,1,TYPE-B,25,3,ANNUAL,INFORCE,2009,4.673972602739726
A01590,12,11.512925464970229,M,M,12.765699861971719,1,TYPE-B,26,3,SEMI-ANNUAL,INFORCE,2009,4.673972602739726
A01591,12,11.512925464970229,S,M,13.122371377372328,1,TYPE-B,30,0,ANNUAL,INFORCE,2009,4.673972602739726
A01592,22,11.918390773078373,M,F,13.304684934198283,1,TYPE-B,27,3,ANNUAL,INFORCE,2009,4.64931506849315
A01593,<50,12.20507214519659,M,M,13.122371377372328,1,TYPE-B,49,3,SEMI-ANNUAL,INFORCE,2009,4.673972602739726
A01594,>50,11.512933464938229,S,M,12.429200196716382,1,TYPE-B,20,0,MONTHLY,INFORCE,2009,4.673972602739726
A01595,>50,11.512925464970229,M,M,13.304684934198283,1,TYPE-B,35,2,ANNUAL,INFORCE,2009,4.673972602739726
A01596,22,13.122363377404328,M,M,,0,TYPE-B,63,1,ANNUAL,INFORCE,2009,4.673972602739726
A01598,17,12.206072645530174,M,F,13.815506557956274,0,TYPE-B,37,3,ANNUAL,INFORCE,2009,4.673972602739726
A01599,17,11.512925464970229,S,M,12.611537753638338,1,TYPE-B,29,0,SEMI-ANNUAL,INFORCE,2009,4.673972602739726
A01600,>50,11.827744379959327,M,M,12.611537753638338,1,TYPE-B,33,1,MONTHLY,INFORCE,2009,4.673972602739726
A01601,<50,11.512925464970229,M,M,12.429200196716382,0,TYPE-B,37,1,SEMI-ANNUAL,CANCELLED,2009,1.6602739726027398
A01603,12,11.512925464970229,M,M,12.611537753638338,1,TYPE-B,36,3,SEMI-ANNUAL,INFORCE,2009,4.673972602739726
A01604,17,11.512925464970229,M,M,12.611537753638338,1,TYPE-B,43,2,ANNUAL,INFORCE,2009,4.673972602739726
A01605,<50,11.512925464970229,M,M,12.899209826040119,1,TYPE-B,33,1,SEMI-ANNUAL,CANCELLED,2009,0.6602739726027397
A01607,12,11.512925464970229,M,F,12.611537753638338,1,TYPE-B,37,2,QUARTERLY,INFORCE,2009,4.673972602739726
A01608,<50,11.512933464938229,M,M,12.611537753638338,1,TYPE-B,66,2,MONTHLY,CANCELLED,2009,0.7041095890410959
A01609,12,11.918390573078392,S,M,12.611537753638338,1,TYPE-B,19,0,ANNUAL,INFORCE,2009,4.64931506849315
A01610,<50,11.512925464970229,M,M,12.429200196716382,1,TYPE-B,55,1,ANNUAL,INFORCE,2009,4.64931506849315
A01611,<50,12.89921982609012,M,F,13.815506557956274,1,TYPE-B,49,2,ANNUAL,CANCELLED,2009,1.1534246575342466
A01612,12,12.89921982609012,M,M,13.122371377372328,1,TYPE-B,73,1,QUARTERLY,CANCELLED,2009,0.3917808219178082
A01613,<50,13.122363377404328,M,M,13.122371377372328,1,TYPE-B,58,1,QUARTERLY,CANCELLED,2009,0.39452054794520547
A01614,12,11.51293546492023,M,M,12.765699861971719,1,TYPE-B,26,3,ANNUAL,CANCELLED,2009,1.1616438356164382
A01615,12,11.52781407746398,M,M,13.815506557956274,0,TYPE-B,40,1,ANNUAL,INFORCE,2009,4.63013698630137
